rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R102175,9,30,596,12934,0.212,0.922,158.9,0,0.947,6,73000,24,3407,76.0,1
R102176,3,16,266,8000,0.444,0.724,95.5,3,0.66,2,84000,24,3920,44.2,0
R102177,19,14,242,8000,0.489,0.703,107.5,3,0.715,16,47000,12,4387,51.4,0
R102178,9,27,584,22605,0.185,0.803,96.1,2,0.834,6,90000,24,4200,73.0,0
R102179,21,22,699,18606,0.374,0.831,130.3,1,0.823,10,81000,18,5040,74.0,1
R102180,16,24,673,20202,0.283,0.826,145.6,1,0.887,9,74000,30,2763,75.6,1
R102181,13,23,279,8000,0.42,0.645,107.3,2,0.658,9,115000,24,5367,50.2,0
R102182,25,19,523,21464,0.321,0.893,107.2,1,0.906,14,73000,36,2271,76.8,1
R102183,9,26,577,19389,0.315,0.935,151.6,2,0.957,7,50000,18,3111,70.5,1
R102184,19,23,629,17721,0.138,0.817,139.0,1,0.854,14,40000,30,1493,83.6,1
R102185,11,24,584,18507,0.465,0.777,123.6,0,0.937,10,95000,24,4433,59.9,0
R102186,8,14,270,8000,0.272,0.785,71.9,3,0.773,5,65000,12,6067,59.2,1
R102187,15,21,400,10045,0.278,0.753,124.5,2,0.817,11,81000,24,3780,65.9,0
R102188,8,20,424,9735,0.359,0.629,107.4,1,0.836,4,102000,18,6347,54.8,1
R102189,9,22,527,14072,0.23,0.793,132.7,1,0.921,5,100000,18,6222,70.0,1
R102190,12,19,418,8000,0.183,0.973,156.0,1,1.0,8,74000,30,2763,77.0,1
R102191,24,25,706,25779,0.3,0.798,138.9,2,0.854,13,85000,12,7933,79.6,1
R102192,26,21,498,18195,0.306,0.876,133.0,1,0.797,21,63000,18,3920,75.4,1
R102193,5,23,439,9621,0.563,0.531,97.6,3,0.656,3,81000,24,3780,38.4,0
R102194,8,23,529,18540,0.312,0.92,145.5,0,0.938,5,69000,24,3220,68.4,1
R102195,17,22,630,15708,0.21,0.902,132.0,1,0.833,16,58000,36,1804,80.5,0
R102196,7,22,556,14131,0.309,0.816,107.6,1,0.873,4,70000,24,3267,65.5,0
R102197,8,16,455,13071,0.4,0.777,118.2,2,0.747,5,63000,36,1960,56.4,0
R102198,11,21,345,11419,0.235,0.781,84.4,2,0.818,6,71000,24,3313,64.8,0
R102199,17,18,365,8000,0.325,0.802,120.7,1,0.775,15,67000,24,3127,64.4,0
R102200,13,21,415,10176,0.218,0.742,167.3,2,0.956,12,104000,18,6471,69.5,1
R102201,26,27,703,20095,0.213,0.887,123.1,0,0.886,22,86000,36,2676,86.6,1
R102202,12,19,326,8000,0.499,0.723,83.7,2,0.676,10,79000,12,7373,48.5,1
R102203,13,26,549,12536,0.275,0.966,148.0,0,0.981,6,78000,24,3640,75.8,0
R102204,11,18,359,8000,0.317,0.824,108.7,1,0.812,7,95000,30,3547,62.0,0
R102205,14,22,329,8000,0.308,0.722,121.5,2,0.777,10,40000,24,1867,61.1,0
R102206,8,17,276,8000,0.398,0.803,101.3,1,0.831,5,56000,24,2613,53.8,0
R102207,15,20,470,14952,0.131,0.921,147.4,0,0.889,7,85000,12,7933,80.3,0
R102208,7,22,668,15388,0.294,0.722,126.5,2,0.712,5,50000,30,1867,65.1,1
R102209,23,13,252,10459,0.501,0.624,48.5,4,0.6,14,96000,24,4480,50.0,0
R102210,11,24,622,14410,0.25,0.827,142.5,1,0.919,6,97000,24,4527,73.5,1
R102211,29,19,456,15883,0.368,0.559,112.5,2,0.716,25,66000,24,3080,62.4,0
R102212,23,18,392,12647,0.303,0.73,112.5,2,0.763,19,72000,24,3360,68.0,1
R102213,14,15,307,11303,0.443,0.714,109.8,1,0.845,9,73000,24,3407,53.4,1
R102214,18,24,483,17758,0.136,0.891,154.6,0,0.856,16,116000,24,5413,80.9,0
R102215,15,24,487,10517,0.322,0.753,99.6,1,0.853,10,95000,24,4433,66.2,1
R102216,5,25,692,16432,0.207,0.887,134.9,1,0.954,2,73000,18,4542,75.4,1
R102217,13,21,497,25022,0.232,0.761,98.9,1,0.816,11,67000,24,3127,69.9,0
R102218,13,28,674,24720,0.289,0.757,121.0,1,0.833,6,100000,24,4667,71.1,0
R102219,11,28,721,13701,0.239,0.847,135.4,3,0.8,9,94000,30,3509,75.6,1
R102220,16,18,396,9656,0.205,0.786,111.6,2,0.811,13,78000,18,4853,71.0,1
R102221,13,17,305,12782,0.397,0.741,137.1,1,0.839,8,94000,36,2924,56.3,0
R102222,14,29,662,21071,0.232,0.821,117.5,1,0.858,9,74000,24,3453,76.5,1
R102223,28,26,605,8689,0.191,0.856,156.3,1,0.928,18,46000,18,2862,85.0,1
R102224,12,28,666,12383,0.19,0.813,153.1,1,0.915,7,74000,24,3453,78.0,1
R102225,19,22,545,15311,0.118,0.758,138.3,1,0.933,14,52000,24,2427,82.0,0
R102226,11,25,500,16257,0.228,0.874,141.0,0,0.934,11,51000,24,2380,72.9,1
R102227,28,17,415,15148,0.241,0.781,126.4,1,0.798,25,97000,30,3621,74.4,1
R102228,17,25,615,17320,0.121,0.841,147.1,0,0.904,9,75000,24,3500,84.0,1
R102229,14,23,487,10073,0.144,0.95,136.9,0,0.953,11,44000,24,2053,80.6,0
R102230,8,17,413,12570,0.301,0.662,104.3,2,0.803,4,78000,24,3640,58.1,0
R102231,29,29,898,23632,0.134,1.0,157.1,0,0.947,21,69000,30,2576,96.6,1
R102232,22,18,357,10975,0.542,0.695,109.8,2,0.709,19,57000,24,2660,52.6,1
R102233,7,28,656,17713,0.283,0.867,166.8,0,0.973,5,103000,24,4807,71.7,1
R102234,4,22,450,9116,0.193,0.876,147.5,2,0.818,2,67000,18,4169,67.8,0
R102235,10,28,634,13913,0.229,0.919,153.5,0,0.941,8,40000,24,1867,76.6,0
R102236,6,18,422,11113,0.269,0.774,102.4,1,0.857,4,85000,18,5289,62.3,0
R102237,11,19,406,15412,0.285,0.803,128.4,2,0.846,10,61000,24,2847,64.5,0
R102238,19,26,599,21223,0.186,1.0,166.6,1,0.905,14,90000,30,3360,85.1,1
R102239,22,27,564,15036,0.321,0.648,126.1,2,0.864,14,84000,30,3136,69.7,1
R102240,4,26,698,22182,0.309,0.892,170.2,0,0.965,2,49000,12,4573,69.5,1
R102241,5,26,735,24739,0.193,0.998,137.0,0,0.983,2,77000,30,2875,80.1,1
R102242,6,30,646,22362,0.113,0.963,163.2,1,0.913,3,51000,30,1904,81.4,1
R102243,13,24,614,18180,0.23,0.902,149.0,1,0.873,7,75000,24,3500,76.9,1
R102244,22,16,380,8000,0.416,0.751,128.3,2,0.752,18,85000,24,3967,62.1,0
R102245,11,22,488,11983,0.351,0.842,125.2,1,0.874,11,82000,30,3061,64.8,0
R102246,3,16,290,11927,0.412,0.592,87.2,3,0.63,3,93000,24,4340,43.0,0
R102247,14,19,414,10024,0.171,0.864,139.2,1,0.871,10,70000,24,3267,74.7,1
R102248,9,23,592,17239,0.339,0.839,116.7,2,0.852,8,91000,24,4247,66.1,0
R102249,9,8,160,8000,0.467,0.562,57.5,3,0.655,5,90000,18,5600,39.7,1
R102250,13,17,392,11378,0.4,0.628,103.9,2,0.764,12,60000,30,2240,54.5,1
R102251,16,23,459,14401,0.385,0.808,139.2,1,0.896,15,45000,36,1400,64.8,1
R102252,21,18,412,9716,0.41,0.655,95.2,2,0.734,10,82000,18,5102,59.7,0
R102253,23,17,337,15286,0.31,0.779,138.0,2,0.776,20,84000,30,3136,67.8,0
R102254,19,23,555,14059,0.249,0.765,135.0,1,0.85,17,80000,18,4978,74.7,1
R102255,18,25,590,15752,0.316,0.877,145.2,1,0.889,10,86000,30,3211,74.4,1
R102256,4,27,659,23242,0.109,0.788,124.5,1,0.922,2,85000,30,3173,76.6,1
R102257,17,30,584,18878,0.08,0.839,154.3,0,0.942,13,53000,18,3298,85.7,1
R102258,11,21,408,13203,0.33,0.77,110.1,1,0.889,9,103000,24,4807,61.9,1
R102259,23,30,762,20202,0.092,0.855,142.9,0,0.953,21,40000,30,1493,93.4,1
R102260,8,17,380,10166,0.457,0.764,128.1,3,0.739,4,56000,24,2613,51.4,1
R102261,10,23,620,15197,0.292,0.905,159.6,0,0.936,9,104000,36,3236,72.7,1
R102262,8,23,630,16894,0.38,0.852,132.8,1,0.86,5,98000,30,3659,64.6,0
R102263,9,21,412,10350,0.327,0.655,96.4,2,0.845,5,80000,24,3733,57.5,0
R102264,25,19,360,8000,0.423,0.614,109.6,2,0.719,17,88000,36,2738,58.5,0
R102265,8,17,469,12334,0.222,0.906,169.9,0,0.915,7,50000,24,2333,71.0,0
R102266,12,19,438,13072,0.258,0.709,105.0,1,0.819,8,79000,18,4916,65.2,0
R102267,8,24,419,9384,0.21,0.825,117.3,1,0.894,5,56000,24,2613,68.4,1
R102268,12,21,551,13470,0.229,0.846,127.6,2,0.8,8,105000,36,3267,72.8,1
R102269,14,23,529,9247,0.2,0.914,130.6,1,0.817,10,82000,24,3827,76.8,0
R102270,17,26,654,19101,0.252,0.792,139.6,1,0.845,11,71000,36,2209,76.2,0
R102271,12,25,540,14303,0.213,0.811,132.6,1,0.821,11,98000,30,3659,72.2,0
R102272,27,28,726,21859,0.294,0.912,159.2,0,0.954,25,80000,24,3733,84.2,1
R102273,4,23,467,8708,0.279,0.807,104.8,2,0.782,2,77000,18,4791,61.6,0
R102274,8,23,665,18042,0.277,0.832,115.7,1,0.784,4,102000,18,6347,69.7,0
R102275,7,17,333,8000,0.331,0.734,117.3,1,0.83,5,68000,30,2539,56.4,1
R102276,6,20,370,10137,0.352,0.716,107.2,2,0.773,5,64000,12,5973,54.5,0
R102277,16,29,944,23826,0.152,0.973,154.6,0,0.95,9,45000,24,2100,90.2,1
R102278,7,24,632,17509,0.331,0.859,132.2,1,0.75,7,62000,18,3858,66.2,0
R102279,1,24,530,16255,0.303,0.816,111.9,2,0.823,1,67000,24,3127,60.8,0
R102280,13,20,383,12992,0.421,0.655,98.6,2,0.798,7,65000,36,2022,54.3,0
R102281,27,22,440,13071,0.264,0.932,134.3,1,0.859,20,51000,24,2380,78.2,0
R102282,2,13,225,8000,0.462,0.567,61.1,2,0.761,1,85000,30,3173,38.3,0
R102283,16,28,506,13433,0.321,0.805,131.9,1,0.887,14,78000,36,2427,68.8,1
R102284,20,17,365,9673,0.209,0.712,126.4,1,0.754,19,72000,12,6720,70.4,0
R102285,8,21,434,8707,0.431,0.773,103.8,2,0.846,5,44000,24,2053,55.2,0
R102286,14,18,342,10094,0.248,0.686,117.5,3,0.707,12,51000,36,1587,62.9,0
R102287,1,21,636,20712,0.298,0.983,165.6,0,0.875,1,68000,12,6347,68.4,0
R102288,13,27,516,20122,0.209,0.787,126.7,1,0.902,9,40000,12,3733,72.7,0
R102289,17,25,654,19189,0.235,0.753,143.6,1,0.855,8,69000,24,3220,76.1,0
R102290,9,22,509,16102,0.26,0.712,113.7,1,0.872,6,87000,18,5413,65.2,0
R102291,9,20,466,11581,0.352,0.737,122.7,1,0.86,5,103000,30,3845,59.9,0
R102292,15,19,404,9590,0.327,0.705,88.5,3,0.774,10,63000,18,3920,61.6,0
R102293,12,22,582,16522,0.185,0.815,112.9,1,0.857,11,55000,18,3422,75.2,0
R102294,22,28,828,23413,0.275,0.957,178.0,0,1.0,15,105000,24,4900,87.3,0
R102295,12,28,699,17889,0.35,0.857,133.9,1,0.858,7,68000,36,2116,70.9,0
R102296,15,19,360,14114,0.187,0.868,154.2,0,0.996,9,71000,18,4418,74.4,1
R102297,9,19,499,17049,0.332,0.586,96.3,2,0.731,7,80000,18,4978,56.8,0
R102298,9,26,661,22509,0.317,0.647,113.7,3,0.735,7,70000,36,2178,63.2,1
R102299,18,29,874,21683,0.217,0.892,129.5,1,0.952,13,59000,36,1836,86.0,1
R102300,20,22,374,8000,0.406,0.651,102.5,3,0.717,18,57000,24,2660,57.8,0
R102301,4,29,677,19984,0.328,0.765,142.3,0,0.926,3,83000,24,3873,64.9,0
R102302,10,22,549,8427,0.263,0.834,160.0,0,0.95,6,68000,24,3173,70.9,1
R102303,15,24,600,15230,0.235,0.934,130.4,1,0.905,12,86000,18,5351,78.6,0
R102304,2,21,476,12952,0.216,0.734,114.1,1,0.797,1,86000,24,4013,62.2,1
R102305,10,19,453,13420,0.35,0.75,108.6,1,0.771,7,100000,24,4667,59.9,0
R102306,35,24,456,14461,0.349,0.711,121.6,1,0.816,23,72000,18,4480,68.2,1
R102307,6,24,644,13635,0.129,0.788,148.2,0,0.928,3,44000,18,2738,76.5,1
R102308,6,9,190,8000,0.426,0.544,119.3,3,0.647,6,63000,30,2352,40.5,0
R102309,11,21,384,8000,0.385,0.762,93.2,2,0.786,9,40000,24,1867,57.4,0
R102310,12,18,294,11269,0.353,0.568,80.5,3,0.775,9,57000,18,3547,52.3,0
R102311,9,23,509,16909,0.304,0.871,143.8,2,0.823,8,79000,24,3687,66.8,0
R102312,20,19,365,12185,0.393,0.639,79.2,1,0.809,11,97000,36,3018,59.1,1
R102313,3,18,416,14895,0.264,0.78,147.4,1,0.894,2,62000,18,3858,60.9,0
R102314,6,18,408,8000,0.156,0.688,104.9,1,0.801,3,81000,30,3024,65.2,0
R102315,10,19,445,8000,0.379,0.746,119.3,1,0.812,9,53000,36,1649,58.5,1
R102316,22,22,437,10689,0.241,0.993,146.0,0,0.916,17,70000,30,2613,80.4,1
R102317,8,23,527,9344,0.104,0.869,168.9,1,0.91,7,79000,24,3687,77.6,0
R102318,6,24,592,12861,0.346,0.773,121.0,2,0.882,3,83000,24,3873,62.4,1
R102319,2,14,252,9974,0.309,0.722,111.7,2,0.789,2,73000,24,3407,51.5,0
R102320,5,25,510,16087,0.329,0.763,123.7,1,0.904,2,49000,24,2287,61.0,0
R102321,2,17,298,8000,0.209,0.776,107.8,1,0.781,1,88000,18,5476,59.3,0
R102322,7,22,555,18414,0.301,0.916,123.2,1,0.845,5,48000,30,1792,68.2,1
R102323,16,22,641,16900,0.286,0.86,123.3,2,0.886,14,78000,18,4853,75.5,0
R102324,14,21,405,13269,0.22,0.81,104.0,2,0.822,12,89000,12,8307,70.2,1
R102325,17,28,829,24731,0.197,0.935,148.7,0,0.913,12,63000,30,2352,86.7,1
R102326,5,17,316,10036,0.497,0.627,113.9,2,0.778,4,62000,30,2315,42.2,0
R102327,3,22,472,8585,0.403,0.741,141.8,1,0.799,3,64000,24,2987,53.4,0
R102328,14,15,404,11111,0.251,0.856,128.8,2,0.855,8,100000,30,3733,69.7,0
R102329,19,23,545,12040,0.365,0.782,128.7,1,0.792,14,112000,24,5227,67.9,0
R102330,11,28,761,24851,0.16,0.859,124.7,1,0.893,9,90000,24,4200,82.2,0
R102331,14,20,452,13227,0.379,0.894,126.3,2,0.819,13,102000,18,6347,65.2,1
R102332,11,26,613,18207,0.308,0.946,145.4,1,0.921,5,78000,24,3640,72.9,1
R102333,8,20,511,9268,0.382,0.825,111.2,1,0.838,4,115000,24,5367,60.9,1
R102334,9,28,622,17195,0.18,0.901,153.3,0,0.865,7,58000,36,1804,77.1,1
R102335,19,25,790,27935,0.218,0.777,141.6,1,0.853,16,70000,30,2613,82.1,1
R102336,11,24,573,13331,0.287,0.863,139.7,0,0.889,7,77000,24,3593,70.5,0
R102337,18,20,453,17042,0.317,0.761,115.0,1,0.836,13,49000,30,1829,67.8,0
R102338,12,24,590,19451,0.289,0.817,139.1,2,0.806,9,84000,30,3136,69.9,1
R102339,7,24,620,13064,0.306,0.828,153.4,2,0.905,5,40000,24,1867,67.9,1
R102340,15,18,387,8578,0.34,0.8,117.3,1,0.808,8,115000,36,3578,63.5,0
R102341,11,16,260,10309,0.311,0.75,127.9,1,0.803,10,86000,30,3211,57.9,0
R102342,21,23,716,13917,0.361,0.742,145.4,2,0.785,18,83000,30,3099,72.8,0
R102343,6,21,641,16678,0.279,0.887,140.4,1,0.91,4,71000,24,3313,70.7,0
R102344,2,25,692,15199,0.218,0.904,126.8,2,0.888,2,71000,30,2651,73.0,0
R102345,16,22,511,12463,0.222,0.707,107.0,1,0.745,10,67000,30,2501,70.5,0
R102346,24,23,582,19368,0.156,0.952,133.6,0,1.0,22,56000,30,2091,89.3,0
R102347,19,21,464,13518,0.249,0.843,161.1,1,0.931,14,58000,24,2707,74.8,0
R102348,25,30,935,19402,0.092,0.971,183.5,0,0.933,20,90000,30,3360,98.0,1
R102349,28,20,446,9932,0.205,0.876,127.6,1,0.756,19,89000,24,4153,79.0,1
R102350,10,26,640,23135,0.162,0.799,119.1,2,0.847,4,54000,24,2520,76.3,1
R102351,5,27,681,17049,0.323,0.758,125.8,1,0.797,3,99000,24,4620,64.5,0
R102352,1,25,467,13564,0.216,0.912,131.1,1,0.883,1,68000,24,3173,66.8,0
R102353,3,21,493,18964,0.164,0.828,162.4,2,0.869,2,79000,12,7373,68.9,0
R102354,16,23,448,12943,0.187,0.785,121.5,1,0.897,9,64000,36,1991,73.9,0
R102355,3,21,530,20402,0.38,0.787,123.9,1,0.922,2,46000,24,2147,58.1,1
R102356,13,24,561,22295,0.281,0.896,152.2,1,0.836,6,66000,30,2464,72.4,0
R102357,16,27,671,16884,0.265,0.784,145.3,0,0.967,12,63000,30,2352,76.5,1
R102358,11,24,652,15196,0.194,0.78,98.2,1,0.803,8,115000,24,5367,75.0,1
R102359,9,17,393,10505,0.299,0.884,137.9,1,0.893,7,64000,18,3982,64.9,0
R102360,6,23,581,16692,0.306,0.786,97.2,4,0.729,5,68000,24,3173,63.3,0
R102361,26,19,448,14392,0.253,0.625,107.1,2,0.787,23,98000,24,4573,70.6,1
R102362,1,25,523,17260,0.097,0.836,136.7,0,0.991,1,109000,24,5087,73.8,1
R102363,6,25,586,15541,0.338,0.889,134.3,1,0.812,4,71000,30,2651,65.1,1
R102364,9,21,379,16942,0.106,0.761,152.2,0,0.864,7,68000,30,2539,71.4,1
R102365,8,17,315,9386,0.513,0.691,126.7,2,0.794,4,77000,36,2396,45.5,0
R102366,17,24,604,13363,0.167,0.826,132.8,1,0.759,12,77000,24,3593,79.4,1
R102367,12,25,707,20285,0.285,0.973,170.3,1,0.933,10,78000,24,3640,78.2,0
R102368,4,25,529,14005,0.338,0.691,124.7,1,0.831,4,72000,18,4480,57.8,0
R102369,18,19,357,8000,0.359,0.787,114.8,1,0.766,16,82000,30,3061,62.9,1
R102370,6,24,487,10455,0.307,0.898,134.3,1,0.894,4,64000,18,3982,65.3,0
R102371,13,24,493,14598,0.335,0.805,143.1,1,0.893,11,97000,30,3621,66.3,0
R102372,25,21,329,8861,0.336,0.694,84.2,3,0.706,13,81000,24,3780,64.2,0
R102373,7,23,536,13963,0.318,0.888,92.9,1,0.868,3,77000,18,4791,66.1,1
R102374,7,17,359,12089,0.453,0.598,86.1,4,0.641,5,87000,24,4060,45.3,0
R102375,10,23,461,14225,0.301,0.689,164.2,1,0.8,5,102000,24,4760,61.3,1
R102376,10,15,327,16222,0.311,0.787,137.4,2,0.859,8,52000,18,3236,60.6,0
R102377,13,28,777,24524,0.288,0.927,142.9,0,0.938,6,66000,24,3080,78.9,1
R102378,15,18,416,8000,0.114,0.973,165.7,0,1.0,7,40000,24,1867,82.5,1
R102379,6,19,422,10963,0.302,0.88,129.9,1,0.839,3,47000,18,2924,62.8,1
R102380,11,22,416,8000,0.194,0.9,130.9,0,0.916,7,82000,24,3827,72.8,1
R102381,5,21,438,17243,0.36,0.655,84.4,2,0.776,5,85000,18,5289,53.5,0
R102382,17,20,496,12021,0.468,0.858,115.7,1,0.869,15,71000,24,3313,62.4,0
R102383,21,30,889,23010,0.311,0.877,133.4,0,0.905,19,97000,18,6036,81.7,1
R102384,8,19,403,10044,0.129,0.9,150.4,2,0.881,4,78000,30,2912,73.9,0
R102385,12,14,246,8000,0.367,0.705,68.6,2,0.697,7,82000,36,2551,53.1,0
R102386,24,16,318,8000,0.205,0.874,144.3,1,0.927,14,102000,36,3173,77.5,1
R102387,14,18,289,12954,0.35,0.751,106.8,1,0.735,9,68000,30,2539,57.8,1
R102388,5,18,557,13661,0.412,0.827,115.0,1,0.862,3,69000,18,4293,58.9,1
R102389,3,24,435,17477,0.259,0.746,101.8,1,0.779,3,53000,18,3298,59.9,1
R102390,6,29,792,22428,0.181,0.932,166.5,0,0.887,3,70000,24,3267,80.6,1
R102391,9,20,396,11836,0.354,0.769,103.3,2,0.853,5,40000,30,1493,59.1,1
R102392,18,20,472,12859,0.26,0.771,131.6,1,0.814,14,68000,18,4231,70.8,1
R102393,9,24,619,14928,0.304,0.848,126.0,2,0.81,5,56000,36,1742,68.5,0
R102394,5,27,640,20651,0.303,0.868,150.8,1,0.913,3,79000,24,3687,68.0,1
R102395,9,15,297,8000,0.429,0.633,84.9,2,0.752,8,90000,18,5600,48.1,0
R102396,9,19,508,8000,0.271,0.802,139.8,2,0.83,6,80000,36,2489,66.9,1
R102397,7,23,707,18794,0.343,0.806,132.8,1,0.901,4,67000,18,4169,67.1,1
R102398,9,15,295,12475,0.177,0.748,112.7,2,0.754,6,86000,24,4013,64.0,0
R102399,12,28,693,18379,0.081,0.856,140.2,0,0.936,8,83000,24,3873,85.5,1
R102400,3,21,427,12687,0.239,0.86,140.6,1,0.948,2,79000,18,4916,65.1,1
R102401,9,20,356,11771,0.328,0.818,141.2,1,0.86,7,85000,24,3967,60.8,0
R102402,38,23,516,19384,0.292,0.656,99.9,2,0.743,21,99000,24,4620,70.6,1
R102403,14,23,514,21834,0.397,0.826,157.1,0,0.907,10,70000,30,2613,64.3,0
R102404,18,28,674,16108,0.253,0.939,122.0,2,0.859,16,79000,30,2949,81.0,0
R102405,24,19,493,9024,0.225,0.962,144.3,0,0.872,13,71000,18,4418,82.4,1
R102406,27,22,505,15751,0.394,0.904,138.1,1,0.863,15,114000,36,3547,72.3,0
R102407,7,16,231,9326,0.271,0.651,97.9,3,0.692,5,68000,36,2116,53.5,0
R102408,3,15,322,8000,0.439,0.693,114.8,3,0.771,2,75000,36,2333,46.1,1
R102409,20,18,420,11404,0.218,0.716,137.0,1,0.946,13,62000,12,5787,72.9,1
R102410,9,15,246,9480,0.351,0.583,70.3,3,0.64,8,82000,18,5102,48.7,0
R102411,10,21,544,19802,0.251,0.764,169.8,1,0.866,4,76000,18,4729,68.4,1
R102412,15,22,380,12088,0.269,0.744,115.0,1,0.845,12,56000,30,2091,66.0,0
R102413,11,19,425,8000,0.35,0.79,127.2,1,0.878,9,50000,24,2333,61.8,0
R102414,13,8,198,8503,0.456,0.437,40.8,4,0.567,9,61000,36,1898,39.7,0
R102415,13,22,479,13075,0.399,0.738,126.2,3,0.777,11,92000,30,3435,59.8,1
R102416,20,25,539,12543,0.274,0.936,146.4,0,0.934,16,68000,12,6347,78.4,1
R102417,14,21,474,13321,0.21,0.953,153.9,1,0.884,13,66000,30,2464,76.6,1
R102418,5,17,417,17944,0.442,0.642,63.4,3,0.646,3,45000,12,4200,46.9,0
R102419,5,23,568,13777,0.231,0.784,162.8,1,0.918,3,68000,30,2539,68.0,1
R102420,7,19,380,9182,0.314,0.648,120.3,1,0.789,6,91000,24,4247,55.6,1
R102421,14,23,618,19132,0.235,0.934,167.3,0,0.848,10,113000,18,7031,77.7,0
R102422,5,27,725,22841,0.308,0.862,140.1,2,0.836,4,83000,30,3099,69.3,0
R102423,5,21,293,9170,0.345,0.725,115.4,2,0.843,5,73000,18,4542,53.2,0
R102424,13,24,564,12448,0.284,0.74,116.6,1,0.723,7,40000,24,1867,67.3,0
R102425,7,24,633,17646,0.328,0.747,118.9,1,0.856,5,56000,30,2091,64.6,0
R102426,25,19,394,13227,0.322,0.726,97.2,2,0.781,14,74000,24,3453,68.1,0
R102427,8,13,312,10911,0.53,0.628,83.4,3,0.676,7,44000,30,1643,41.4,0
R102428,17,25,503,13977,0.257,0.9,172.0,0,0.861,15,61000,36,1898,74.9,1
R102429,10,29,671,16774,0.296,0.885,118.0,0,0.928,9,67000,24,3127,73.0,1
R102430,4,19,466,15997,0.347,0.74,124.9,2,0.739,3,83000,18,5164,56.3,0
R102431,7,29,704,20106,0.294,0.866,122.3,1,0.953,6,53000,18,3298,72.2,0
R102432,10,28,717,16280,0.208,0.914,146.4,1,0.861,7,82000,24,3827,79.1,1
R102433,8,16,442,12472,0.296,0.726,101.6,2,0.801,6,97000,30,3621,60.6,0
R102434,24,18,336,9187,0.388,0.723,119.0,2,0.73,18,61000,30,2277,62.4,1
R102435,6,26,532,13404,0.207,0.832,158.7,1,0.905,4,40000,24,1867,70.0,1
R102436,8,8,152,8000,0.448,0.535,74.4,3,0.607,4,89000,36,2769,39.0,0
R102437,14,26,695,24872,0.08,0.848,144.8,0,0.937,11,73000,30,2725,86.8,0
R102438,30,12,259,8000,0.526,0.607,84.4,3,0.725,14,71000,12,6627,50.4,0
R102439,15,23,559,16932,0.24,0.81,143.9,2,0.813,10,72000,12,6720,73.6,0
R102440,14,24,570,10895,0.156,1.0,161.1,0,0.891,8,64000,30,2389,82.7,1
R102441,18,27,774,22774,0.201,0.792,150.3,1,0.852,13,54000,18,3360,82.7,1
R102442,21,21,438,16135,0.248,0.732,144.6,2,0.827,17,76000,24,3547,72.0,1
R102443,24,24,526,13177,0.242,0.75,115.9,2,0.848,21,57000,36,1773,76.8,0
R102444,15,15,284,9867,0.261,0.743,109.2,2,0.699,13,66000,36,2053,62.8,0
R102445,12,24,611,17386,0.251,0.885,154.7,0,0.924,10,59000,24,2753,75.4,1
R102446,6,21,496,14342,0.181,0.773,155.4,0,0.869,5,66000,36,2053,68.8,0
R102447,13,30,837,19105,0.256,0.849,157.3,0,0.876,10,78000,24,3640,78.9,1
R102448,27,17,395,8568,0.353,0.785,84.1,2,0.837,18,77000,24,3593,68.5,0
R102449,2,23,505,12128,0.11,0.955,135.0,1,0.868,1,78000,30,2912,74.6,0
R102450,22,26,546,15495,0.269,0.908,140.2,1,0.84,15,82000,36,2551,78.8,0
R102451,12,21,405,9966,0.261,0.821,123.9,1,0.849,6,44000,24,2053,67.4,0
R102452,19,16,297,9367,0.342,0.744,95.4,2,0.746,10,110000,24,5133,61.8,1
R102453,16,26,613,11189,0.253,0.857,133.2,0,0.902,8,73000,24,3407,76.5,1
R102454,11,15,307,10463,0.261,0.832,108.4,1,0.842,8,81000,30,3024,64.4,0
R102455,12,25,548,8224,0.401,0.858,107.7,1,0.892,7,67000,24,3127,64.9,0
R102456,17,24,482,12791,0.213,0.815,134.9,1,0.925,12,95000,24,4433,75.1,1
R102457,6,19,436,13453,0.369,0.87,130.4,2,0.803,5,96000,36,2987,59.3,0
R102458,11,23,579,13762,0.153,0.836,122.7,0,0.886,8,86000,36,2676,77.5,1
R102459,15,24,579,18558,0.195,0.856,97.1,1,0.835,12,63000,36,1960,77.7,0
R102460,18,14,188,8000,0.409,0.635,111.4,2,0.749,16,71000,36,2209,51.8,0
R102461,17,14,407,10422,0.364,0.683,113.7,2,0.797,10,68000,24,3173,60.6,0
R102462,9,19,459,11076,0.332,0.744,98.9,3,0.715,8,79000,24,3687,59.7,0
R102463,12,28,777,25955,0.205,0.834,152.6,1,0.938,11,88000,36,2738,80.5,1
R102464,5,15,321,8000,0.521,0.572,97.2,4,0.656,4,93000,36,2893,38.7,0
R102465,22,25,608,17492,0.231,0.829,156.7,1,0.888,20,63000,24,2940,80.5,1
R102466,13,18,310,10765,0.352,0.648,57.9,3,0.645,6,93000,24,4340,54.4,0
R102467,12,25,527,9662,0.415,0.768,112.7,3,0.803,6,59000,18,3671,60.2,0
R102468,12,10,224,8000,0.457,0.681,102.1,2,0.773,11,93000,30,3472,47.9,1
R102469,10,20,397,10286,0.312,0.91,159.5,3,0.833,6,73000,30,2725,65.1,0
